# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2200       1.851622370016e-11       7.720788815780e-13      -4.614388390004e-13       5.018040005722e-15       2.297318022213e-16       3.127999022445e-17       6.824679175183e-18 
 2201       1.844872951181e-11       7.733128856329e-13      -4.661015669688e-13       5.011157735653e-15       2.292592268460e-16       3.091996155836e-17       6.851515045897e-18 
 2202       1.838187533650e-11       7.745119778258e-13      -4.708979714404e-13       5.004287129953e-15       2.287877668174e-16       3.056246449849e-17       6.878442653851e-18 
 2203       1.831566643709e-11       7.756753435518e-13      -4.758245267703e-13       4.997428415691e-15       2.283174191099e-16       3.020752726817e-17       6.905451510284e-18 
 2204       1.825010809008e-11       7.768021655140e-13      -4.808776935581e-13       4.990581820586e-15       2.278481806734e-16       2.985517817102e-17       6.932531087870e-18 
 2205       1.818520558566e-11       7.778916237205e-13      -4.860539186315e-13       4.983747573010e-15       2.273800484329e-16       2.950544559107e-17       6.959670820678e-18 
 2206       1.812096422769e-11       7.789428954818e-13      -4.913496350313e-13       4.976925901983e-15       2.269130192887e-16       2.915835799280e-17       6.986860104123e-18 
 2207       1.805738933376e-11       7.799551554074e-13      -4.967612619944e-13       4.970117037182e-15       2.264470901164e-16       2.881394392124e-17       7.014088294927e-18 
 2208       1.799448623515e-11       7.809275754030e-13      -5.022852049387e-13       4.963321208934e-15       2.259822577667e-16       2.847223200208e-17       7.041344711073e-18 
 2209       1.793226027687e-11       7.818593246680e-13      -5.079178554467e-13       4.956538648221e-15       2.255185190653e-16       2.813325094170e-17       7.068618631760e-18 
 2210       1.787071681767e-11       7.827495696918e-13      -5.136555912494e-13       4.949769586679e-15       2.250558708134e-16       2.779702952730e-17       7.095899297361e-18 
 2211       1.780986123006e-11       7.835974742513e-13      -5.194947762109e-13       4.943014256599e-15       2.245943097868e-16       2.746359662694e-17       7.123175909379e-18 
 2212       1.774969890031e-11       7.844021994079e-13      -5.254317603120e-13       4.936272890928e-15       2.241338327367e-16       2.713298118966e-17       7.150437630402e-18 
 2213       1.769023522848e-11       7.851629035045e-13      -5.314628796343e-13       4.929545723269e-15       2.236744363891e-16       2.680521224553e-17       7.177673584058e-18 
 2214       1.763147562841e-11       7.858787421624e-13      -5.375844563443e-13       4.922832987883e-15       2.232161174451e-16       2.648031890576e-17       7.204872854976e-18 
 2215       1.757342552776e-11       7.865488682789e-13      -5.437927986775e-13       4.916134919688e-15       2.227588725806e-16       2.615833036275e-17       7.232024488736e-18 
 2216       1.751609036800e-11       7.871724320234e-13      -5.500842009225e-13       4.909451754260e-15       2.223026984465e-16       2.583927589021e-17       7.259117491830e-18 
 2217       1.745947560444e-11       7.877485808354e-13      -5.564549434048e-13       4.902783727834e-15       2.218475916686e-16       2.552318484323e-17       7.286140831614e-18 
 2218       1.740358670622e-11       7.882764594210e-13      -5.629012924710e-13       4.896131077305e-15       2.213935488474e-16       2.521008665831e-17       7.313083436269e-18 
 2219       1.734842915637e-11       7.887552097501e-13      -5.694195004728e-13       4.889494040229e-15       2.209405665583e-16       2.490001085354e-17       7.339934194752e-18 
 2220       1.729400845177e-11       7.891839710535e-13      -5.760058057513e-13       4.882872854822e-15       2.204886413514e-16       2.459298702861e-17       7.366681956755e-18 
 2221       1.724032850391e-11       7.895620287926e-13      -5.826565167045e-13       4.876267725691e-15       2.200377699576e-16       2.428904000497e-17       7.393308667228e-18 
 2222       1.718738682946e-11       7.898892626480e-13      -5.893682646305e-13       4.869678720779e-15       2.195879499081e-16       2.398817521124e-17       7.419768720583e-18 
 2223       1.713517932805e-11       7.901657014781e-13      -5.961377525194e-13       4.863105873742e-15       2.191391789186e-16       2.369039320163e-17       7.446009470315e-18 
 2224       1.708370187859e-11       7.903913746149e-13      -6.029616711065e-13       4.856549218159e-15       2.186914546841e-16       2.339569450712e-17       7.471978081869e-18 
 2225       1.703295033929e-11       7.905663118647e-13      -6.098366988589e-13       4.850008787528e-15       2.182447748785e-16       2.310407963538e-17       7.497621532433e-18 
 2226       1.698292054760e-11       7.906905435090e-13      -6.167595019612e-13       4.843484615271e-15       2.177991371549e-16       2.281554907077e-17       7.522886610719e-18 
 2227       1.693360832022e-11       7.907641003049e-13      -6.237267343016e-13       4.836976734729e-15       2.173545391453e-16       2.253010327431e-17       7.547719916759e-18 
 2228       1.688500945304e-11       7.907870134858e-13      -6.307350374584e-13       4.830485179166e-15       2.169109784607e-16       2.224774268358e-17       7.572067861692e-18 
 2229       1.683711972113e-11       7.907593147622e-13      -6.377810406853e-13       4.824009981765e-15       2.164684526909e-16       2.196846771278e-17       7.595876667553e-18 
 2230       1.678993487874e-11       7.906810363224e-13      -6.448613608984e-13       4.817551175632e-15       2.160269594049e-16       2.169227875260e-17       7.619092367062e-18 
 2231       1.674345065921e-11       7.905522108330e-13      -6.519726026616e-13       4.811108793791e-15       2.155864961503e-16       2.141917617026e-17       7.641660803412e-18 
 2232       1.669766277502e-11       7.903728714395e-13      -6.591113581730e-13       4.804682869188e-15       2.151470604537e-16       2.114916030942e-17       7.663527630064e-18 
 2233       1.665256691770e-11       7.901430517675e-13      -6.662742072510e-13       4.798273434688e-15       2.147086498205e-16       2.088223149017e-17       7.684638310526e-18 
 2234       1.660815875785e-11       7.898627859226e-13      -6.734577173201e-13       4.791880523076e-15       2.142712617348e-16       2.061839000899e-17       7.704938118153e-18 
 2235       1.656443394508e-11       7.895321084917e-13      -6.806584433974e-13       4.785504167058e-15       2.138348936596e-16       2.035763613872e-17       7.724372135928e-18 
 2236       1.652138810802e-11       7.891510545433e-13      -6.878729280785e-13       4.779144399259e-15       2.133995430365e-16       2.009997012849e-17       7.742885256255e-18 
 2237       1.647901685426e-11       7.887196596284e-13      -6.950977015235e-13       4.772801252222e-15       2.129652072860e-16       1.984539220375e-17       7.760422180749e-18 
 2238       1.643731577036e-11       7.882379597811e-13      -7.023292814432e-13       4.766474758412e-15       2.125318838071e-16       1.959390256616e-17       7.776927420022e-18 
 2239       1.639628042177e-11       7.877059915190e-13      -7.095641730852e-13       4.760164950210e-15       2.120995699774e-16       1.934550139360e-17       7.792345293475e-18 
 2240       1.635590635288e-11       7.871237918445e-13      -7.167988692198e-13       4.753871859918e-15       2.116682631534e-16       1.910018884012e-17       7.806619929084e-18 
 2241       1.631618908691e-11       7.864913982448e-13      -7.240298501264e-13       4.747595519755e-15       2.112379606698e-16       1.885796503591e-17       7.819695263194e-18 
 2242       1.627712412596e-11       7.858088486929e-13      -7.312535835794e-13       4.741335961861e-15       2.108086598402e-16       1.861883008726e-17       7.831515040303e-18 
 2243       1.623870695095e-11       7.850761816484e-13      -7.384665248342e-13       4.735093218292e-15       2.103803579565e-16       1.838278407652e-17       7.842022812854e-18 
 2244       1.620093302157e-11       7.842934360577e-13      -7.456651166136e-13       4.728867321022e-15       2.099530522892e-16       1.814982706206e-17       7.851161941026e-18 
 2245       1.616379777631e-11       7.834606513552e-13      -7.528457890934e-13       4.722658301946e-15       2.095267400873e-16       1.791995907825e-17       7.858875592519e-18 
 2246       1.612729663239e-11       7.825778674636e-13      -7.600049598891e-13       4.716466192872e-15       2.091014185782e-16       1.769318013541e-17       7.865106742344e-18 
 2247       1.609142498575e-11       7.816451247949e-13      -7.671390340415e-13       4.710291025530e-15       2.086770849677e-16       1.746949021980e-17       7.869798172614e-18 
 2248       1.605617821103e-11       7.806624642507e-13      -7.742444040030e-13       4.704132831565e-15       2.082537364399e-16       1.724888929352e-17       7.872892472335e-18 
 2249       1.602155166153e-11       7.796299272230e-13      -7.813174496236e-13       4.697991642540e-15       2.078313701575e-16       1.703137729455e-17       7.874332037189e-18 
 2250       1.598754066919e-11       7.785475555952e-13      -7.883545381371e-13       4.691867489935e-15       2.074099832612e-16       1.681695413667e-17       7.874059069328e-18 
 2251       1.595414054459e-11       7.774153917423e-13      -7.953520241470e-13       4.685760405146e-15       2.069895728703e-16       1.660561970945e-17       7.872015577163e-18 
 2252       1.592134657688e-11       7.762334785316e-13      -8.023062496129e-13       4.679670419487e-15       2.065701360821e-16       1.639737387816e-17       7.868143375151e-18 
 2253       1.588915403378e-11       7.750018593239e-13      -8.092135438363e-13       4.673597564188e-15       2.061516699723e-16       1.619221648381e-17       7.862384083586e-18 
 2254       1.585755816155e-11       7.737205779735e-13      -8.160702234467e-13       4.667541870395e-15       2.057341715948e-16       1.599014734306e-17       7.854679128386e-18 
 2255       1.582655418497e-11       7.723896788293e-13      -8.228725923880e-13       4.661503369171e-15       2.053176379817e-16       1.579116624820e-17       7.844969740886e-18 
 2256       1.579613730729e-11       7.710092067353e-13      -8.296169419042e-13       4.655482091494e-15       2.049020661430e-16       1.559527296711e-17       7.833196957622e-18 
 2257       1.576630271026e-11       7.695792070315e-13      -8.362995505257e-13       4.649478068258e-15       2.044874530672e-16       1.540246724324e-17       7.819301620126e-18 
 2258       1.573704555404e-11       7.680997255540e-13      -8.429166840553e-13       4.643491330272e-15       2.040737957206e-16       1.521274879555e-17       7.803224374710e-18 
 2259       1.570836097720e-11       7.665708086364e-13      -8.494645955545e-13       4.637521908263e-15       2.036610910476e-16       1.502611731849e-17       7.784905672258e-18 
 2260       1.568024341788e-11       7.649926029857e-13      -8.559398861183e-13       4.631569808912e-15       2.032493361499e-16       1.484257222741e-17       7.764304130533e-18 
 2261       1.565268457243e-11       7.633656560174e-13      -8.623405897826e-13       4.625634942819e-15       2.028385288253e-16       1.466211189302e-17       7.741451751520e-18 
 2262       1.562567542348e-11       7.616906174673e-13      -8.686650956176e-13       4.619717196071e-15       2.024286670318e-16       1.448473440194e-17       7.716399061358e-18 
 2263       1.559920691754e-11       7.599681396958e-13      -8.749117875707e-13       4.613816454163e-15       2.020197487097e-16       1.431043781067e-17       7.689196780514e-18 
 2264       1.557326996493e-11       7.581988776904e-13      -8.810790444614e-13       4.607932601993e-15       2.016117717805e-16       1.413922014563e-17       7.659895824011e-18 
 2265       1.554785543976e-11       7.563834890693e-13      -8.871652399759e-13       4.602065523862e-15       2.012047341479e-16       1.397107940305e-17       7.628547301644e-18 
 2266       1.552295417991e-11       7.545226340839e-13      -8.931687426618e-13       4.596215103475e-15       2.007986336970e-16       1.380601354900e-17       7.595202518201e-18 
 2267       1.549855698693e-11       7.526169756222e-13      -8.990879159221e-13       4.590381223939e-15       2.003934682945e-16       1.364402051926e-17       7.559912973684e-18 
 2268       1.547465462605e-11       7.506671792115e-13      -9.049211180104e-13       4.584563767762e-15       1.999892357889e-16       1.348509821935e-17       7.522730363528e-18 
 2269       1.545123782613e-11       7.486739130217e-13      -9.106667020251e-13       4.578762616852e-15       1.995859340102e-16       1.332924452448e-17       7.483706578825e-18 
 2270       1.542829727958e-11       7.466378478681e-13      -9.163230159041e-13       4.572977652518e-15       1.991835607700e-16       1.317645727945e-17       7.442893706540e-18 
 2271       1.540582364237e-11       7.445596572146e-13      -9.218884024194e-13       4.567208755468e-15       1.987821138614e-16       1.302673429869e-17       7.400344029734e-18 
 2272       1.538380753396e-11       7.424400171765e-13      -9.273611991714e-13       4.561455805808e-15       1.983815910592e-16       1.288007336615e-17       7.356110027784e-18 
 2273       1.536223953727e-11       7.402796065237e-13      -9.327397385836e-13       4.555718683042e-15       1.979819901196e-16       1.273647223529e-17       7.310244376602e-18 
 2274       1.534111019863e-11       7.380791066836e-13      -9.380223478976e-13       4.549997266070e-15       1.975833087802e-16       1.259592862904e-17       7.262799948857e-18 
 2275       1.532041002773e-11       7.358392017443e-13      -9.432073491668e-13       4.544291433189e-15       1.971855447600e-16       1.245844023974e-17       7.213829814197e-18 
 2276       1.530012949760e-11       7.335605784573e-13      -9.482930592517e-13       4.538601062091e-15       1.967886957598e-16       1.232400472913e-17       7.163387239464e-18 
 2277       1.528025904456e-11       7.312439262408e-13      -9.532777898140e-13       4.532926029863e-15       1.963927594613e-16       1.219261972826e-17       7.111525688920e-18 
 2278       1.526078906818e-11       7.288899371826e-13      -9.581598473116e-13       4.527266212985e-15       1.959977335279e-16       1.206428283748e-17       7.058298824464e-18 
 2279       1.524170993121e-11       7.264993060432e-13      -9.629375329927e-13       4.521621487333e-15       1.956036156044e-16       1.193899162641e-17       7.003760505855e-18 
 2280       1.522301195961e-11       7.240727302586e-13      -9.676091428906e-13       4.515991728172e-15       1.952104033166e-16       1.181674363387e-17       6.947964790930e-18 
 2281       1.520468544241e-11       7.216109099436e-13      -9.721729678184e-13       4.510376810160e-15       1.948180942719e-16       1.169753636783e-17       6.890965935825e-18 
 2282       1.518672063176e-11       7.191145478946e-13      -9.766272933632e-13       4.504776607347e-15       1.944266860589e-16       1.158136730541e-17       6.832818395195e-18 
 2283       1.516910774284e-11       7.165843495927e-13      -9.809703998809e-13       4.499190993171e-15       1.940361762474e-16       1.146823389281e-17       6.773576822438e-18 
 2284       1.515183695380e-11       7.140210232066e-13      -9.852005624908e-13       4.493619840462e-15       1.936465623884e-16       1.135813354525e-17       6.713296069910e-18 
 2285       1.513489840579e-11       7.114252795961e-13      -9.893160510700e-13       4.488063021436e-15       1.932578420142e-16       1.125106364699e-17       6.652031189149e-18 
 2286       1.511828220284e-11       7.087978323143e-13      -9.933151302480e-13       4.482520407700e-15       1.928700126382e-16       1.114702155120e-17       6.589837431094e-18 
 2287       1.510197841187e-11       7.061393976113e-13      -9.971960594015e-13       4.476991870246e-15       1.924830717550e-16       1.104600458000e-17       6.526770246306e-18 
 2288       1.508597706263e-11       7.034506944370e-13      -1.000957092649e-12       4.471477279454e-15       1.920970168403e-16       1.094801002438e-17       6.462885285188e-18 
 2289       1.507026814765e-11       7.007324444439e-13      -1.004596478844e-12       4.465976505087e-15       1.917118453509e-16       1.085303514414e-17       6.398238398205e-18 
 2290       1.505484162222e-11       6.979853719904e-13      -1.008112461571e-12       4.460489416296e-15       1.913275547247e-16       1.076107716788e-17       6.332885636106e-18 
 2291       1.503968740432e-11       6.952102041439e-13      -1.011503279142e-12       4.455015881616e-15       1.909441423805e-16       1.067213329296e-17       6.266883250143e-18 
 2292       1.502479537463e-11       6.924076706833e-13      -1.014767164586e-12       4.449555768964e-15       1.905616057185e-16       1.058620068543e-17       6.200287692292e-18 
 2293       1.501015537641e-11       6.895785041026e-13      -1.017902345647e-12       4.444108945641e-15       1.901799421194e-16       1.050327648000e-17       6.133155615471e-18 
 2294       1.499575721553e-11       6.867234396136e-13      -1.020907044779e-12       4.438675278328e-15       1.897991489453e-16       1.042335778001e-17       6.065543873767e-18 
 2295       1.498159066039e-11       6.838432151491e-13      -1.023779479138e-12       4.433254633090e-15       1.894192235389e-16       1.034644165738e-17       5.997509522647e-18 
 2296       1.496764544190e-11       6.809385713655e-13      -1.026517860580e-12       4.427846875372e-15       1.890401632242e-16       1.027252515256e-17       5.929109819186e-18 
 2297       1.495391125342e-11       6.780102516464e-13      -1.029120395651e-12       4.422451869997e-15       1.886619653058e-16       1.020160527449e-17       5.860402222286e-18 
 2298       1.494037775071e-11       6.750590021052e-13      -1.031585285588e-12       4.417069481169e-15       1.882846270692e-16       1.013367900057e-17       5.791444392892e-18 
 2299       1.492703494848e-11       6.720855814826e-13      -1.033911115780e-12       4.411699567540e-15       1.879081459377e-16       1.006874063506e-17       5.722291809562e-18 
 2300       1.491387441263e-11       6.690907909006e-13      -1.036098026910e-12       4.406341967382e-15       1.875325199430e-16       1.000677386603e-17       5.652990598126e-18 
 2301       1.490088807553e-11       6.660754443041e-13      -1.038146551262e-12       4.400996513323e-15       1.871577472575e-16       9.947759657734e-18       5.583584656799e-18 
 2302       1.488806784006e-11       6.630403585866e-13      -1.040057223932e-12       4.395663037263e-15       1.867838260376e-16       9.891678887484e-18       5.514118036865e-18 
 2303       1.487540557961e-11       6.599863535941e-13      -1.041830582826e-12       4.390341370372e-15       1.864107544238e-16       9.838512345534e-18       5.444634942832e-18 
 2304       1.486289313806e-11       6.569142521276e-13      -1.043467168670e-12       4.385031343095e-15       1.860385305405e-16       9.788240734982e-18       5.375179732608e-18 
 2305       1.485052232972e-11       6.538248799470e-13      -1.044967525006e-12       4.379732785143e-15       1.856671524961e-16       9.740844671667e-18       5.305796917662e-18 
 2306       1.483828493934e-11       6.507190657738e-13      -1.046332198201e-12       4.374445525500e-15       1.852966183831e-16       9.696304684071e-18       5.236531163194e-18 
 2307       1.482617272201e-11       6.475976412949e-13      -1.047561737449e-12       4.369169392418e-15       1.849269262777e-16       9.654601213208e-18       5.167427288295e-18 
 2308       1.481417740318e-11       6.444614411652e-13      -1.048656694774e-12       4.363904213417e-15       1.845580742402e-16       9.615714612533e-18       5.098530266121e-18 
 2309       1.480229067864e-11       6.413113030113e-13      -1.049617625030e-12       4.358649815281e-15       1.841900603147e-16       9.579625147831e-18       5.029885224054e-18 
 2310       1.479050421442e-11       6.381480674348e-13      -1.050445085913e-12       4.353406024066e-15       1.838228825294e-16       9.546312997119e-18       4.961537443870e-18 
 2311       1.477880964682e-11       6.349725780151e-13      -1.051139637955e-12       4.348172665087e-15       1.834565388961e-16       9.515758250544e-18       4.893532361905e-18 
 2312       1.476719858237e-11       6.317856813130e-13      -1.051701844534e-12       4.342949562928e-15       1.830910274104e-16       9.487940910281e-18       4.825915569222e-18 
 2313       1.475566259775e-11       6.285882268738e-13      -1.052132271873e-12       4.337736541435e-15       1.827263460520e-16       9.462840890429e-18       4.758732811776e-18 
 2314       1.474419323981e-11       6.253810672307e-13      -1.052431489046e-12       4.332533423716e-15       1.823624927842e-16       9.440438016909e-18       4.692029990582e-18 
 2315       1.473278202553e-11       6.221650579077e-13      -1.052600067982e-12       4.327340032142e-15       1.819994655541e-16       9.420712027366e-18       4.625853161879e-18 
 2316       1.472142044195e-11       6.189410574232e-13      -1.052638583465e-12       4.322156188344e-15       1.816372622924e-16       9.403642571063e-18       4.560248537300e-18 
 2317       1.471009994619e-11       6.157099272931e-13      -1.052547613141e-12       4.316981713215e-15       1.812758809139e-16       9.389209208779e-18       4.495262484032e-18 
 2318       1.469881196537e-11       6.124725320340e-13      -1.052327737520e-12       4.311816426905e-15       1.809153193167e-16       9.377391412708e-18       4.430941524990e-18 
 2319       1.468754789660e-11       6.092297391664e-13      -1.051979539979e-12       4.306660148825e-15       1.805555753829e-16       9.368168566359e-18       4.367332338977e-18 
 2320       1.467629910696e-11       6.059824192183e-13      -1.051503606764e-12       4.301512697641e-15       1.801966469780e-16       9.361519964449e-18       4.304481760854e-18 
 2321       1.466505693345e-11       6.027314457278e-13      -1.050900526998e-12       4.296373891276e-15       1.798385319513e-16       9.357424812807e-18       4.242436781705e-18 
 2322       1.465381268295e-11       5.994776952469e-13      -1.050170892680e-12       4.291243546912e-15       1.794812281357e-16       9.355862228265e-18       4.181244549001e-18 
 2323       1.464255763220e-11       5.962220473445e-13      -1.049315298689e-12       4.286121480983e-15       1.791247333477e-16       9.356811238563e-18       4.120952366772e-18 
 2324       1.463128302777e-11       5.929653846097e-13      -1.048334342792e-12       4.281007509177e-15       1.787690453873e-16       9.360250782241e-18       4.061607695767e-18 
 2325       1.461998008604e-11       5.897085926550e-13      -1.047228625639e-12       4.275901446437e-15       1.784141620382e-16       9.366159708543e-18       4.003258153625e-18 
 2326       1.460863999311e-11       5.864525601197e-13      -1.045998750774e-12       4.270803106959e-15       1.780600810675e-16       9.374516777307e-18       3.945951515039e-18 
 2327       1.459725390485e-11       5.831981786726e-13      -1.044645324635e-12       4.265712304188e-15       1.777068002258e-16       9.385300658871e-18       3.889735711921e-18 
 2328       1.458581294680e-11       5.799463430162e-13      -1.043168956558e-12       4.260628850821e-15       1.773543172473e-16       9.398489933966e-18       3.834658833573e-18 
 2329       1.457430821416e-11       5.766979508889e-13      -1.041570258779e-12       4.255552558806e-15       1.770026298495e-16       9.414063093616e-18       3.780769126848e-18 
 2330       1.456273077179e-11       5.734539030689e-13      -1.039849846442e-12       4.250483239339e-15       1.766517357336e-16       9.431998539034e-18       3.728114996319e-18 
 2331       1.455107165412e-11       5.702151033775e-13      -1.038008337595e-12       4.245420702865e-15       1.763016325841e-16       9.452274581523e-18       3.676745004446e-18 
 2332       1.453932186515e-11       5.669824586817e-13      -1.036046353200e-12       4.240364759074e-15       1.759523180687e-16       9.474869442371e-18       3.626707871738e-18 
 2333       1.452747237842e-11       5.637568788981e-13      -1.033964517133e-12       4.235315216905e-15       1.756037898389e-16       9.499761252751e-18       3.578052476926e-18 
 2334       1.451551413697e-11       5.605392769959e-13      -1.031763456190e-12       4.230271884542e-15       1.752560455291e-16       9.526928053616e-18       3.530827857124e-18 
 2335       1.450343805330e-11       5.573305689999e-13      -1.029443800087e-12       4.225234569414e-15       1.749090827575e-16       9.556347795602e-18       3.485083207997e-18 
 2336       1.449123500936e-11       5.541316739943e-13      -1.027006181465e-12       4.220203078193e-15       1.745628991252e-16       9.587998338921e-18       3.440867883927e-18 
 2337       1.447889585647e-11       5.509435141252e-13      -1.024451235895e-12       4.215177216794e-15       1.742174922168e-16       9.621857453262e-18       3.398231398181e-18 
 2338       1.446641241576e-11       5.477669473888e-13      -1.021779811848e-12       4.210156800739e-15       1.738728597363e-16       9.657902017866e-18       3.357201343377e-18 
 2339       1.445378048604e-11       5.446025655264e-13      -1.018993602043e-12       4.205141686317e-15       1.735289999163e-16       9.696105616498e-18       3.317717001467e-18 
 2340       1.444099685467e-11       5.414508948701e-13      -1.016094516061e-12       4.200131739615e-15       1.731859111111e-16       9.736440927208e-18       3.279695318342e-18 
 2341       1.442805829888e-11       5.383124634451e-13      -1.013084470742e-12       4.195126826174e-15       1.728435916613e-16       9.778880520671e-18       3.243052945459e-18 
 2342       1.441496158568e-11       5.351878009714e-13      -1.009965390194e-12       4.190126810986e-15       1.725020398934e-16       9.823396860066e-18       3.207706239523e-18 
 2343       1.440170347193e-11       5.320774388662e-13      -1.006739205800e-12       4.185131558495e-15       1.721612541197e-16       9.869962300953e-18       3.173571262167e-18 
 2344       1.438828070431e-11       5.289819102450e-13      -1.003407856226e-12       4.180140932597e-15       1.718212326386e-16       9.918549091158e-18       3.140563779638e-18 
 2345       1.437469001926e-11       5.259017499234e-13      -9.999732874293e-13       4.175154796636e-15       1.714819737345e-16       9.969129370648e-18       3.108599262475e-18 
 2346       1.436092814305e-11       5.228374944196e-13      -9.964374526668e-13       4.170173013407e-15       1.711434756775e-16       1.002167517142e-17       3.077592885190e-18 
 2347       1.434699179171e-11       5.197896819551e-13      -9.928023125029e-13       4.165195445153e-15       1.708057367238e-16       1.007615841737e-17       3.047459525956e-18 
 2348       1.433287767103e-11       5.167588524572e-13      -9.890698348173e-13       4.160221953568e-15       1.704687551153e-16       1.013255092417e-17       3.018113766280e-18 
 2349       1.431858247657e-11       5.137455475607e-13      -9.852419948132e-13       4.155252399790e-15       1.701325290800e-16       1.019082439919e-17       2.989469890692e-18 
 2350       1.430410289363e-11       5.107503106094e-13      -9.813207750248e-13       4.150286644407e-15       1.697970568315e-16       1.025095044132e-17       2.961441886423e-18 
 2351       1.428943559725e-11       5.077736866579e-13      -9.773081653261e-13       4.145324547451e-15       1.694623365694e-16       1.031290054087e-17       2.933943443090e-18 
 2352       1.427457725219e-11       5.048162224736e-13      -9.732061629384e-13       4.140365968402e-15       1.691283664789e-16       1.037664607948e-17       2.906887952371e-18 
 2353       1.425952451292e-11       5.018784665383e-13      -9.690167724383e-13       4.135410766184e-15       1.687951447312e-16       1.044215832996e-17       2.880188507695e-18 
 2354       1.424427402363e-11       4.989609690499e-13      -9.647420057660e-13       4.130458799166e-15       1.684626694831e-16       1.050940845620e-17       2.853757903921e-18 
 2355       1.422882241819e-11       4.960642819245e-13      -9.603838822330e-13       4.125509925161e-15       1.681309388773e-16       1.057836751303e-17       2.827508637015e-18 
 2356       1.421316632015e-11       4.931889587976e-13      -9.559444285303e-13       4.120564001425e-15       1.677999510421e-16       1.064900644610e-17       2.801352903739e-18 
 2357       1.419730234276e-11       4.903355550264e-13      -9.514256787363e-13       4.115620884656e-15       1.674697040915e-16       1.072129609179e-17       2.775202601327e-18 
 2358       1.418122708888e-11       4.875046276914e-13      -9.468296743250e-13       4.110680430996e-15       1.671401961254e-16       1.079520717705e-17       2.748969327173e-18 
 2359       1.416493715108e-11       4.846967355978e-13      -9.421584641736e-13       4.105742496026e-15       1.668114252291e-16       1.087071031931e-17       2.722564378504e-18 
 2360       1.414842911152e-11       4.819124392780e-13      -9.374141045711e-13       4.100806934771e-15       1.664833894737e-16       1.094777602636e-17       2.695898752071e-18 
 2361       1.413169954202e-11       4.791523009926e-13      -9.325986592258e-13       4.095873601693e-15       1.661560869160e-16       1.102637469619e-17       2.668883143825e-18 
 2362       1.411474500401e-11       4.764168847328e-13      -9.277141992735e-13       4.090942350694e-15       1.658295155982e-16       1.110647661693e-17       2.641427948600e-18 
 2363       1.409756204852e-11       4.737067562216e-13      -9.227628032854e-13       4.086013035118e-15       1.655036735483e-16       1.118805196669e-17       2.613443259796e-18 
 2364       1.408014721621e-11       4.710224829161e-13      -9.177465572764e-13       4.081085507743e-15       1.651785587798e-16       1.127107081345e-17       2.584838869058e-18 
 2365       1.406249703728e-11       4.683646340089e-13      -9.126675547128e-13       4.076159620788e-15       1.648541692918e-16       1.135550311494e-17       2.555524265963e-18 
 2366       1.404460803155e-11       4.657337804300e-13      -9.075278965205e-13       4.071235225908e-15       1.645305030689e-16       1.144131871852e-17       2.525408637695e-18 
 2367       1.402647670838e-11       4.631304948485e-13      -9.023296910928e-13       4.066312174192e-15       1.642075580812e-16       1.152848736109e-17       2.494400868732e-18 
 2368       1.400809956669e-11       4.605553516744e-13      -8.970750542986e-13       4.061390316169e-15       1.638853322844e-16       1.161697866891e-17       2.462409540527e-18 
 2369       1.398947309495e-11       4.580089270605e-13      -8.917661094904e-13       4.056469501801e-15       1.635638236195e-16       1.170676215752e-17       2.429342931186e-18 
 2370       1.397059377116e-11       4.554917989039e-13      -8.864049875122e-13       4.051549580483e-15       1.632430300133e-16       1.179780723162e-17       2.395109015155e-18 
 2371       1.395145806286e-11       4.530045468480e-13      -8.809938267076e-13       4.046630401048e-15       1.629229493778e-16       1.189008318496e-17       2.359615462898e-18 
 2372       1.393206242708e-11       4.505477522840e-13      -8.755347729276e-13       4.041711811757e-15       1.626035796104e-16       1.198355920017e-17       2.322769640582e-18 
 2373       1.391240331036e-11       4.481219983531e-13      -8.700299795389e-13       4.036793660308e-15       1.622849185940e-16       1.207820434870e-17       2.284478609753e-18 
 2374       1.389247714874e-11       4.457278699479e-13      -8.644816074320e-13       4.031875793830e-15       1.619669641969e-16       1.217398759068e-17       2.244649127026e-18 
 2375       1.387228036774e-11       4.433659537141e-13      -8.588918250285e-13       4.026958058881e-15       1.616497142729e-16       1.227087777477e-17       2.203187643760e-18 
 2376       1.385180938234e-11       4.410368380527e-13      -8.532628082901e-13       4.022040301453e-15       1.613331666608e-16       1.236884363809e-17       2.160000305744e-18 
 2377       1.383106151766e-11       4.387410188835e-13      -8.475967027390e-13       4.017122385247e-15       1.610173193099e-16       1.246785445862e-17       2.115021735905e-18 
 2378       1.381003777716e-11       4.364786162991e-13      -8.418955092509e-13       4.012204246640e-15       1.607021706545e-16       1.256788201717e-17       2.068301576834e-18 
 2379       1.378874009146e-11       4.342496561693e-13      -8.361611975745e-13       4.007285840057e-15       1.603877192412e-16       1.266889864726e-17       2.019918480696e-18 
