# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1498       9.047507447305e-11       1.656115337331e-12      -2.513881270840e-13       1.063849127569e-14       1.199911639248e-15       3.733052072828e-16       1.498840543637e-17 
 1499       9.009657702896e-11       1.665572333539e-12      -2.026607850075e-13       1.062860915229e-14       1.196618445322e-15       3.703149474746e-16       1.552020200369e-17 
 1500       8.971578668720e-11       1.675244487833e-12      -1.550422959333e-13       1.061865459360e-14       1.193336049951e-15       3.673096503878e-16       1.604754748510e-17 
 1501       8.933280285387e-11       1.685125864584e-12      -1.085442645303e-13       1.060862863327e-14       1.190064411695e-15       3.642922670484e-16       1.657040078090e-17 
 1502       8.894772548861e-11       1.695210493316e-12      -6.317833819551e-14       1.059853231111e-14       1.186803488602e-15       3.612657643568e-16       1.708872065832e-17 
 1503       8.856065510556e-11       1.705492368648e-12      -1.895620711490e-14       1.058836667304e-14       1.183553238201e-15       3.582331251150e-16       1.760246575126e-17 
 1504       8.817169277429e-11       1.715965450233e-12       2.411039567692e-14       1.057813277117e-14       1.180313617504e-15       3.551973480527e-16       1.811159456022e-17 
 1505       8.778094012071e-11       1.726623662697e-12       6.600969423647e-14       1.056783166375e-14       1.177084583004e-15       3.521614478540e-16       1.861606545203e-17 
 1506       8.738849932802e-11       1.737460895585e-12       1.067298696512e-13       1.055746441522e-14       1.173866090674e-15       3.491284551835e-16       1.911583665977e-17 
 1507       8.699447313763e-11       1.748471003292e-12       1.462590599795e-13       1.054703209619e-14       1.170658095967e-15       3.461014167132e-16       1.961086628255e-17 
 1508       8.659896485011e-11       1.759647805014e-12       1.845853601905e-13       1.053653578347e-14       1.167460553813e-15       3.430833951487e-16       2.010111228532e-17 
 1509       8.620207832608e-11       1.770985084678e-12       2.216968221039e-13       1.052597656011e-14       1.164273418618e-15       3.400774692559e-16       2.058653249876e-17 
 1510       8.580391798718e-11       1.782476590890e-12       2.575814543299e-13       1.051535551532e-14       1.161096644266e-15       3.370867338872e-16       2.106708461907e-17 
 1511       8.540458881699e-11       1.794116036872e-12       2.922272222092e-13       1.050467374457e-14       1.157930184115e-15       3.341143000083e-16       2.154272620783e-17 
 1512       8.500419636195e-11       1.805897100401e-12       3.256220477525e-13       1.049393234958e-14       1.154773990996e-15       3.311632947242e-16       2.201341469177e-17 
 1513       8.460284673230e-11       1.817813423753e-12       3.577538095809e-13       1.048313243828e-14       1.151628017212e-15       3.282368613064e-16       2.247910736266e-17 
 1514       8.420064660301e-11       1.829858613640e-12       3.886103428654e-13       1.047227512489e-14       1.148492214540e-15       3.253381592187e-16       2.293976137715e-17 
 1515       8.379770321470e-11       1.842026241151e-12       4.181794392669e-13       1.046136152989e-14       1.145366534226e-15       3.224703641438e-16       2.339533375651e-17 
 1516       8.339412437458e-11       1.854309841693e-12       4.464488468759e-13       1.045039278003e-14       1.142250926986e-15       3.196366680103e-16       2.384578138658e-17 
 1517       8.299001845740e-11       1.866702914933e-12       4.734062701528e-13       1.043937000835e-14       1.139145343004e-15       3.168402790185e-16       2.429106101750e-17 
 1518       8.258549440635e-11       1.879198924733e-12       4.990393698674e-13       1.042829435420e-14       1.136049731930e-15       3.140844216672e-16       2.473112926361e-17 
 1519       8.218065659927e-11       1.891791432062e-12       5.233390109017e-13       1.041716700593e-14       1.132964047032e-15       3.113715240508e-16       2.516594890247e-17 
 1520       8.177558939139e-11       1.904474495228e-12       5.463090399892e-13       1.040598932940e-14       1.129888257674e-15       3.087007711369e-16       2.559550783882e-17 
 1521       8.137037242562e-11       1.917242273378e-12       5.679566020104e-13       1.039476274073e-14       1.126822336953e-15       3.060705279808e-16       2.601980032292e-17 
 1522       8.096508575441e-11       1.930088893833e-12       5.882889007826e-13       1.038348866373e-14       1.123766257562e-15       3.034791503009e-16       2.643882066803e-17 
 1523       8.055980984042e-11       1.943008452028e-12       6.073131991688e-13       1.037216852992e-14       1.120719991785e-15       3.009249844632e-16       2.685256325057e-17 
 1524       8.015462555716e-11       1.955995011466e-12       6.250368191865e-13       1.036080377854e-14       1.117683511502e-15       2.984063674650e-16       2.726102251028e-17 
 1525       7.974961418970e-11       1.969042603659e-12       6.414671421159e-13       1.034939585656e-14       1.114656788182e-15       2.959216269200e-16       2.766419295038e-17 
 1526       7.934485743531e-11       1.982145228083e-12       6.566116086091e-13       1.033794621868e-14       1.111639792887e-15       2.934690810416e-16       2.806206913773e-17 
 1527       7.894043740410e-11       1.995296852117e-12       6.704777187984e-13       1.032645632739e-14       1.108632496269e-15       2.910470386280e-16       2.845464570298e-17 
 1528       7.853643661973e-11       2.008491410995e-12       6.830730324052e-13       1.031492765290e-14       1.105634868568e-15       2.886537990457e-16       2.884191734072e-17 
 1529       7.813293802003e-11       2.021722807752e-12       6.944051688486e-13       1.030336167325e-14       1.102646879614e-15       2.862876522141e-16       2.922387880966e-17 
 1530       7.773002495771e-11       2.034984913172e-12       7.044818073542e-13       1.029175987424e-14       1.099668498825e-15       2.839468785899e-16       2.960052493276e-17 
 1531       7.732778120096e-11       2.048271565733e-12       7.133106870624e-13       1.028012374950e-14       1.096699695205e-15       2.816297491508e-16       2.997185059743e-17 
 1532       7.692629093419e-11       2.061576571556e-12       7.208996071377e-13       1.026845480044e-14       1.093740437343e-15       2.793345253803e-16       3.033785075563e-17 
 1533       7.652563875862e-11       2.074893704354e-12       7.272564268766e-13       1.025675453636e-14       1.090790693416e-15       2.770594592518e-16       3.069852042407e-17 
 1534       7.612590969302e-11       2.088216705373e-12       7.323890658170e-13       1.024502447435e-14       1.087850431184e-15       2.748027932123e-16       3.105385468437e-17 
 1535       7.572718917429e-11       2.101539283346e-12       7.363055038466e-13       1.023326613939e-14       1.084919617989e-15       2.725627601676e-16       3.140384868317e-17 
 1536       7.532956305819e-11       2.114855114437e-12       7.390137813114e-13       1.022148106431e-14       1.081998220758e-15       2.703375834655e-16       3.174849763235e-17 
 1537       7.493311761998e-11       2.128157842188e-12       7.405219991247e-13       1.020967078985e-14       1.079086205998e-15       2.681254768811e-16       3.208779680914e-17 
 1538       7.453793955507e-11       2.141441077466e-12       7.408383188754e-13       1.019783686460e-14       1.076183539799e-15       2.659246445999e-16       3.242174155632e-17 
 1539       7.414411597972e-11       2.154698398413e-12       7.399709629371e-13       1.018598084510e-14       1.073290187829e-15       2.637332812031e-16       3.275032728231e-17 
 1540       7.375173443165e-11       2.167923350389e-12       7.379282145765e-13       1.017410429578e-14       1.070406115336e-15       2.615495716510e-16       3.307354946142e-17 
 1541       7.336088287077e-11       2.181109445923e-12       7.347184180622e-13       1.016220878902e-14       1.067531287148e-15       2.593716912679e-16       3.339140363392e-17 
 1542       7.297164967979e-11       2.194250164656e-12       7.303499787733e-13       1.015029590513e-14       1.064665667667e-15       2.571978057258e-16       3.370388540626e-17 
 1543       7.258412366489e-11       2.207338953294e-12       7.248313633080e-13       1.013836723241e-14       1.061809220875e-15       2.550260710289e-16       3.401099045118e-17 
 1544       7.219839405641e-11       2.220369225549e-12       7.181710995926e-13       1.012642436708e-14       1.058961910330e-15       2.528546334979e-16       3.431271450792e-17 
 1545       7.181455050952e-11       2.233334362091e-12       7.103777769899e-13       1.011446891337e-14       1.056123699162e-15       2.506816297540e-16       3.460905338233e-17 
 1546       7.143268310483e-11       2.246227710492e-12       7.014600464078e-13       1.010250248353e-14       1.053294550078e-15       2.485051867034e-16       3.490000294704e-17 
 1547       7.105288234910e-11       2.259042585174e-12       6.914266204084e-13       1.009052669776e-14       1.050474425358e-15       2.463234215214e-16       3.518555914164e-17 
 1548       7.067523917589e-11       2.271772267358e-12       6.802862733161e-13       1.007854318433e-14       1.047663286853e-15       2.441344416365e-16       3.546571797281e-17 
 1549       7.029984494624e-11       2.284410005009e-12       6.680478413269e-13       1.006655357952e-14       1.044861095988e-15       2.419363447149e-16       3.574047551449e-17 
 1550       6.992679144930e-11       2.296949012785e-12       6.547202226165e-13       1.005455952766e-14       1.042067813756e-15       2.397272186447e-16       3.600982790805e-17 
 1551       6.955617090301e-11       2.309382471981e-12       6.403123774494e-13       1.004256268114e-14       1.039283400722e-15       2.375051415198e-16       3.627377136241e-17 
 1552       6.918807595479e-11       2.321703530480e-12       6.248333282873e-13       1.003056470041e-14       1.036507817019e-15       2.352681816248e-16       3.653230215424e-17 
 1553       6.882259968214e-11       2.333905302698e-12       6.082921598981e-13       1.001856725403e-14       1.033741022351e-15       2.330143974183e-16       3.678541662809e-17 
 1554       6.845983559340e-11       2.345980869532e-12       5.906980194642e-13       1.000657201862e-14       1.030982975985e-15       2.307418375180e-16       3.703311119656e-17 
 1555       6.809987762830e-11       2.357923278307e-12       5.720601166914e-13       9.994580678937e-15       1.028233636759e-15       2.284485406847e-16       3.727538234046e-17 
 1556       6.774282015871e-11       2.369725542722e-12       5.523877239176e-13       9.982594927846e-15       1.025492963073e-15       2.261325358061e-16       3.751222660894e-17 
 1557       6.738875798928e-11       2.381380642800e-12       5.316901762214e-13       9.970616466348e-15       1.022760912894e-15       2.237918418817e-16       3.774364061968e-17 
 1558       6.703777547334e-11       2.392882185222e-12       5.099783119559e-13       9.958646897712e-15       1.020037447141e-15       2.214249990073e-16       3.796962351223e-17 
 1559       6.668991374755e-11       2.404226391230e-12       4.872688089259e-13       9.946687408770e-15       1.017322539873e-15       2.190326668155e-16       3.819018433279e-17 
 1560       6.634520319095e-11       2.415410127283e-12       4.635798891397e-13       9.934739085652e-15       1.014616168199e-15       2.166160410118e-16       3.840533471907e-17 
 1561       6.600367428191e-11       2.426430246344e-12       4.389298822584e-13       9.922803019406e-15       1.011918308890e-15       2.141763237464e-16       3.861508645368e-17 
 1562       6.566535759826e-11       2.437283587858e-12       4.133372257755e-13       9.910880306000e-15       1.009228938384e-15       2.117147236246e-16       3.881945146441e-17 
 1563       6.533028381741e-11       2.447966977732e-12       3.868204651971e-13       9.898972046333e-15       1.006548032785e-15       2.092324557170e-16       3.901844182450e-17 
 1564       6.499848371649e-11       2.458477228315e-12       3.593982542215e-13       9.887079346239e-15       1.003875567858e-15       2.067307415705e-16       3.921206975292e-17 
 1565       6.466998817244e-11       2.468811138378e-12       3.310893549190e-13       9.875203316496e-15       1.001211519034e-15       2.042108092185e-16       3.940034761466e-17 
 1566       6.434482816219e-11       2.478965493092e-12       3.019126379121e-13       9.863345072835e-15       9.985558614064e-16       2.016738931911e-16       3.958328792100e-17 
 1567       6.402303476275e-11       2.488937064012e-12       2.718870825547e-13       9.851505735945e-15       9.959085697294e-16       1.991212345260e-16       3.976090332978e-17 
 1568       6.370463915134e-11       2.498722609051e-12       2.410317771127e-13       9.839686431481e-15       9.932696184197e-16       1.965540807789e-16       3.993320664572e-17 
 1569       6.338967260552e-11       2.508318872467e-12       2.093659189433e-13       9.827888290072e-15       9.906389815541e-16       1.939736860337e-16       4.010021082063e-17 
 1570       6.307816650330e-11       2.517722584834e-12       1.769088146751e-13       9.816112447325e-15       9.880166328696e-16       1.913813109132e-16       4.026192895374e-17 
 1571       6.277015232332e-11       2.526930463031e-12       1.436798803877e-13       9.804360043841e-15       9.854025457627e-16       1.887782225895e-16       4.041837429198e-17 
 1572       6.246566164490e-11       2.535939210215e-12       1.096986417918e-13       9.792632225210e-15       9.827966932882e-16       1.861656947944e-16       4.056956023024e-17 
 1573       6.216472614822e-11       2.544745515804e-12       7.498473440896e-14       9.780930142029e-15       9.801990481592e-16       1.835450078302e-16       4.071550031162e-17 
 1574       6.186737761443e-11       2.553346055455e-12       3.955790375144e-14       9.769254949905e-15       9.776095827459e-16       1.809174485798e-16       4.085620822779e-17 
 1575       6.157364792578e-11       2.561737491047e-12       3.438005501984e-15       9.757607809461e-15       9.750282690751e-16       1.782843105170e-16       4.099169781919e-17 
 1576       6.128356906572e-11       2.569916470657e-12      -3.335499430629e-14       9.745989886346e-15       9.724550788297e-16       1.756468937178e-16       4.112198307535e-17 
 1577       6.099717311907e-11       2.577879628541e-12      -7.080101911005e-14       9.734402351240e-15       9.698899833478e-16       1.730065048699e-16       4.124707813515e-17 
 1578       6.071449227212e-11       2.585623585116e-12      -1.088798816359e-13       9.722846379865e-15       9.673329536220e-16       1.703644572839e-16       4.136699728712e-17 
 1579       6.043555881274e-11       2.593144946937e-12      -1.475712837205e-13       9.711323152988e-15       9.647839602990e-16       1.677220709031e-16       4.148175496969e-17 
 1580       6.016040513056e-11       2.600440306679e-12      -1.868548161309e-13       9.699833856432e-15       9.622429736785e-16       1.650806723148e-16       4.159136577150e-17 
 1581       5.988906371703e-11       2.607506243114e-12      -2.267099583845e-13       9.688379681079e-15       9.597099637129e-16       1.624415947600e-16       4.169584443164e-17 
 1582       5.962156716559e-11       2.614339321094e-12      -2.671160785691e-13       9.676961822883e-15       9.571849000064e-16       1.598061781443e-16       4.179520583998e-17 
 1583       5.935794817179e-11       2.620936091529e-12      -3.080524331635e-13       9.665581482873e-15       9.546677518146e-16       1.571757690482e-16       4.188946503740e-17 
 1584       5.909823953339e-11       2.627293091368e-12      -3.494981668573e-13       9.654239867162e-15       9.521584880433e-16       1.545517207377e-16       4.197863721610e-17 
 1585       5.884247415052e-11       2.633406843575e-12      -3.914323123711e-13       9.642938186954e-15       9.496570772483e-16       1.519353931747e-16       4.206273771986e-17 
 1586       5.859068502579e-11       2.639273857116e-12      -4.338337902767e-13       9.631677658552e-15       9.471634876348e-16       1.493281530273e-16       4.214178204434e-17 
 1587       5.834290526442e-11       2.644890626932e-12      -4.766814088174e-13       9.620459503364e-15       9.446776870560e-16       1.467313736806e-16       4.221578583732e-17 
 1588       5.809916807436e-11       2.650253633921e-12      -5.199538637277e-13       9.609284947912e-15       9.421996430134e-16       1.441464352470e-16       4.228476489903e-17 
 1589       5.785950676641e-11       2.655359344921e-12      -5.636297380542e-13       9.598155223838e-15       9.397293226552e-16       1.415747245767e-16       4.234873518240e-17 
 1590       5.762395475437e-11       2.660204212684e-12      -6.076875019750e-13       9.587071567912e-15       9.372666927764e-16       1.390176352680e-16       4.240771279332e-17 
 1591       5.739254555514e-11       2.664784675861e-12      -6.521055126204e-13       9.576035222040e-15       9.348117198176e-16       1.364765676779e-16       4.246171399096e-17 
 1592       5.716531278886e-11       2.669097158978e-12      -6.968620138927e-13       9.565047433269e-15       9.323643698646e-16       1.339529289330e-16       4.251075518803e-17 
 1593       5.694229017905e-11       2.673138072420e-12      -7.419351362865e-13       9.554109453798e-15       9.299246086476e-16       1.314481329390e-16       4.255485295106e-17 
 1594       5.672351155269e-11       2.676903812405e-12      -7.873028967091e-13       9.543222540981e-15       9.274924015403e-16       1.289636003920e-16       4.259402400065e-17 
 1595       5.650901084040e-11       2.680390760970e-12      -8.329431983001e-13       9.532387957339e-15       9.250677135600e-16       1.265007587888e-16       4.262828521181e-17 
 1596       5.629882207652e-11       2.683595285946e-12      -8.788338302521e-13       9.521606970563e-15       9.226505093658e-16       1.240610424371e-16       4.265765361418e-17 
 1597       5.609296957460e-11       2.686514501123e-12      -9.249532817783e-13       9.510880678315e-15       9.202407560393e-16       1.216456795200e-16       4.268214870020e-17 
 1598       5.589143835510e-11       2.689148554386e-12      -9.712831925329e-13       9.500209480846e-15       9.178384314527e-16       1.192550511346e-16       4.270179937205e-17 
 1599       5.569420344699e-11       2.691498360498e-12      -1.017805924279e-12       9.489593603563e-15       9.154435159757e-16       1.168893264025e-16       4.271663705889e-17 
 1600       5.550123968759e-11       2.693564842837e-12      -1.064503748638e-12       9.479033271793e-15       9.130559897012e-16       1.145486748842e-16       4.272669341515e-17 
 1601       5.531252172217e-11       2.695348933407e-12      -1.111358846947e-12       9.468528710790e-15       9.106758324453e-16       1.122332665790e-16       4.273200032096e-17 
 1602       5.512802400362e-11       2.696851572858e-12      -1.158353310115e-12       9.458080145726e-15       9.083030237462e-16       1.099432719257e-16       4.273258988250e-17 
 1603       5.494772079216e-11       2.698073710502e-12      -1.205469138487e-12       9.447687801696e-15       9.059375428640e-16       1.076788618030e-16       4.272849443239e-17 
 1604       5.477158615494e-11       2.699016304325e-12      -1.252688241697e-12       9.437351903715e-15       9.035793687800e-16       1.054402075299e-16       4.271974653009e-17 
 1605       5.459959396574e-11       2.699680321004e-12      -1.299992438529e-12       9.427072676718e-15       9.012284801962e-16       1.032274808666e-16       4.270637896230e-17 
 1606       5.443171790464e-11       2.700066735923e-12      -1.347363456774e-12       9.416850345557e-15       8.988848555348e-16       1.010408540140e-16       4.268842474330e-17 
 1607       5.426793145768e-11       2.700176533189e-12      -1.394782933092e-12       9.406685135002e-15       8.965484729376e-16       9.888049961527e-17       4.266591711540e-17 
 1608       5.410820791648e-11       2.700010705647e-12      -1.442232412866e-12       9.396577269741e-15       8.942193102655e-16       9.674659075550e-17       4.263888954927e-17 
 1609       5.395252037798e-11       2.699570254896e-12      -1.489693350061e-12       9.386526974375e-15       8.918973450977e-16       9.463930096253e-17       4.260737574437e-17 
 1610       5.380084174404e-11       2.698856191304e-12      -1.537147107087e-12       9.376534473423e-15       8.895825547315e-16       9.255880420732e-17       4.257140962930e-17 
 1611       5.365314472115e-11       2.697869534021e-12      -1.584574954651e-12       9.366599991315e-15       8.872749161818e-16       9.050527490437e-17       4.253102536224e-17 
 1612       5.350940182004e-11       2.696611311001e-12      -1.631958071621e-12       9.356723752397e-15       8.849744061801e-16       8.847888791225e-17       4.248625733126e-17 
 1613       5.336958535542e-11       2.695082559012e-12      -1.679277544881e-12       9.346905980926e-15       8.826810011742e-16       8.647981853401e-17       4.243714015478e-17 
 1614       5.323366744557e-11       2.693284323653e-12      -1.726514369190e-12       9.337146901068e-15       8.803946773280e-16       8.450824251762e-17       4.238370868192e-17 
 1615       5.310162001204e-11       2.691217659371e-12      -1.773649447041e-12       9.327446736903e-15       8.781154105203e-16       8.256433605650e-17       4.232599799291e-17 
 1616       5.297341477931e-11       2.688883629474e-12      -1.820663588521e-12       9.317805712420e-15       8.758431763448e-16       8.064827578990e-17       4.226404339945e-17 
 1617       5.284902327446e-11       2.686283306151e-12      -1.867537511165e-12       9.308224051514e-15       8.735779501092e-16       7.876023880339e-17       4.219788044510e-17 
 1618       5.272841682682e-11       2.683417770480e-12      -1.914251839820e-12       9.298701977990e-15       8.713197068348e-16       7.690040262933e-17       4.212754490570e-17 
 1619       5.261156656764e-11       2.680288112451e-12      -1.960787106500e-12       9.289239715560e-15       8.690684212560e-16       7.506894524731e-17       4.205307278972e-17 
 1620       5.249844342975e-11       2.676895430980e-12      -2.007123750244e-12       9.279837487842e-15       8.668240678196e-16       7.326604508460e-17       4.197450033866e-17 
 1621       5.238901814726e-11       2.673240833921e-12      -2.053242116975e-12       9.270495518358e-15       8.645866206846e-16       7.149188101662e-17       4.189186402747e-17 
 1622       5.228326125514e-11       2.669325438083e-12      -2.099122459362e-12       9.261214030535e-15       8.623560537211e-16       6.974663236741e-17       4.180520056486e-17 
 1623       5.218114308898e-11       2.665150369248e-12      -2.144744936673e-12       9.251993247703e-15       8.601323405101e-16       6.803047891006e-17       4.171454689377e-17 
 1624       5.208263378460e-11       2.660716762187e-12      -2.190089614637e-12       9.242833393095e-15       8.579154543432e-16       6.634360086717e-17       4.161994019170e-17 
 1625       5.198770327771e-11       2.656025760668e-12      -2.235136465299e-12       9.233734689846e-15       8.557053682213e-16       6.468617891133e-17       4.152141787114e-17 
 1626       5.189632130361e-11       2.651078517482e-12      -2.279865366885e-12       9.224697360990e-15       8.535020548549e-16       6.305839416556e-17       4.141901757991e-17 
 1627       5.180845739682e-11       2.645876194452e-12      -2.324256103653e-12       9.215721629462e-15       8.513054866631e-16       6.146042820378e-17       4.131277720159e-17 
 1628       5.172408089075e-11       2.640419962449e-12      -2.368288365755e-12       9.206807718097e-15       8.491156357728e-16       5.989246305123e-17       4.120273485590e-17 
 1629       5.164316091740e-11       2.634711001410e-12      -2.411941749095e-12       9.197955849626e-15       8.469324740190e-16       5.835468118499e-17       4.108892889904e-17 
 1630       5.156566640697e-11       2.628750500352e-12      -2.455195755190e-12       9.189166246677e-15       8.447559729432e-16       5.684726553437e-17       4.097139792417e-17 
 1631       5.149156608754e-11       2.622539657388e-12      -2.498029791022e-12       9.180439131778e-15       8.425861037938e-16       5.537039948143e-17       4.085018076169e-17 
 1632       5.142082848478e-11       2.616079679743e-12      -2.540423168904e-12       9.171774727347e-15       8.404228375248e-16       5.392426686139e-17       4.072531647970e-17 
 1633       5.135342192153e-11       2.609371783766e-12      -2.582355106333e-12       9.163173255701e-15       8.382661447959e-16       5.250905196309e-17       4.059684438439e-17 
 1634       5.128931451756e-11       2.602417194952e-12      -2.623804725850e-12       9.154634939048e-15       8.361159959714e-16       5.112493952949e-17       4.046480402036e-17 
 1635       5.122847418915e-11       2.595217147952e-12      -2.664751054899e-12       9.146159999491e-15       8.339723611200e-16       4.977211475809e-17       4.032923517109e-17 
 1636       5.117086485050e-11       2.587773310777e-12      -2.705175264531e-12       9.137748520592e-15       8.318352123154e-16       4.845065692411e-17       4.019017708824e-17 
 1637       5.111643498136e-11       2.580089061505e-12      -2.745067407688e-12       9.129400030732e-15       8.297045305617e-16       4.716021920887e-17       4.004766617154e-17 
 1638       5.106512895649e-11       2.572168223024e-12      -2.784419740893e-12       9.121113916028e-15       8.275802989290e-16       4.590034600917e-17       3.990173826892e-17 
 1639       5.101689083416e-11       2.564014639913e-12      -2.823224490835e-12       9.112889558413e-15       8.254625002572e-16       4.467057905045e-17       3.975242944605e-17 
 1640       5.097166435567e-11       2.555632178476e-12      -2.861473854325e-12       9.104726335634e-15       8.233511171554e-16       4.347045738242e-17       3.959977598667e-17 
 1641       5.092939294481e-11       2.547024726781e-12      -2.899159998256e-12       9.096623621242e-15       8.212461320016e-16       4.229951737480e-17       3.944381439295e-17 
 1642       5.089001970739e-11       2.538196194690e-12      -2.936275059560e-12       9.088580784585e-15       8.191475269423e-16       4.115729271300e-17       3.928458138582e-17 
 1643       5.085348743071e-11       2.529150513899e-12      -2.972811145171e-12       9.080597190804e-15       8.170552838919e-16       4.004331439379e-17       3.912211390537e-17 
 1644       5.081973858307e-11       2.519891637965e-12      -3.008760331980e-12       9.072672200821e-15       8.149693845324e-16       3.895711072100e-17       3.895644911115e-17 
 1645       5.078871531322e-11       2.510423542348e-12      -3.044114666793e-12       9.064805171337e-15       8.128898103130e-16       3.789820730123e-17       3.878762438256e-17 
 1646       5.076035944994e-11       2.500750224441e-12      -3.078866166295e-12       9.056995454819e-15       8.108165424493e-16       3.686612703953e-17       3.861567731919e-17 
 1647       5.073461250144e-11       2.490875703605e-12      -3.113006817003e-12       9.049242399500e-15       8.087495619235e-16       3.586039013506e-17       3.844064574117e-17 
 1648       5.071141565492e-11       2.480804021207e-12      -3.146528575227e-12       9.041545349365e-15       8.066888494831e-16       3.488051407682e-17       3.826256768952e-17 
 1649       5.069070977602e-11       2.470539240650e-12      -3.179423367030e-12       9.033903644150e-15       8.046343856414e-16       3.392601363935e-17       3.808148142652e-17 
 1650       5.067243540835e-11       2.460085447411e-12      -3.211683088185e-12       9.026316619330e-15       8.025861506762e-16       3.299640087836e-17       3.789742543603e-17 
 1651       5.065653277296e-11       2.449446749072e-12      -3.243299604135e-12       9.018783606115e-15       8.005441246299e-16       3.209118512648e-17       3.771043842389e-17 
 1652       5.064294176783e-11       2.438627275358e-12      -3.274264749951e-12       9.011303931442e-15       7.985082873091e-16       3.120987298894e-17       3.752055931823e-17 
 1653       5.063160196741e-11       2.427631178173e-12      -3.304570330290e-12       9.003876917965e-15       7.964786182835e-16       3.035196833923e-17       3.732782726983e-17 
 1654       5.062245262204e-11       2.416462631626e-12      -3.334208119354e-12       8.996501884056e-15       7.944550968864e-16       2.951697231482e-17       3.713228165251e-17 
 1655       5.061543265750e-11       2.405125832078e-12      -3.363169860853e-12       8.989178143787e-15       7.924377022134e-16       2.870438331285e-17       3.693396206343e-17 
 1656       5.061048067448e-11       2.393624998164e-12      -3.391447267956e-12       8.981905006933e-15       7.904264131225e-16       2.791369698579e-17       3.673290832347e-17 
 1657       5.060753494809e-11       2.381964370838e-12      -3.419032023256e-12       8.974681778958e-15       7.884212082334e-16       2.714440623718e-17       3.652916047759e-17 
 1658       5.060653342733e-11       2.370148213401e-12      -3.445915778727e-12       8.967507761010e-15       7.864220659272e-16       2.639600121728e-17       3.632275879516e-17 
 1659       5.060741373462e-11       2.358180811538e-12      -3.472090155681e-12       8.960382249916e-15       7.844289643459e-16       2.566796931878e-17       3.611374377034e-17 
 1660       5.061011316524e-11       2.346066473352e-12      -3.497546744730e-12       8.953304538172e-15       7.824418813918e-16       2.495979517247e-17       3.590215612241e-17 
 1661       5.061456868688e-11       2.333809529401e-12      -3.522277105741e-12       8.946273913937e-15       7.804607947274e-16       2.427096064298e-17       3.568803679613e-17 
 1662       5.062071693911e-11       2.321414332726e-12      -3.546272767798e-12       8.939289661028e-15       7.784856817746e-16       2.360094482440e-17       3.547142696208e-17 
 1663       5.062849423285e-11       2.308885258895e-12      -3.569525229159e-12       8.932351058907e-15       7.765165197146e-16       2.294922403603e-17       3.525236801706e-17 
 1664       5.063783654990e-11       2.296226706029e-12      -3.592025957216e-12       8.925457382681e-15       7.745532854871e-16       2.231527181804e-17       3.503090158437e-17 
 1665       5.064867954243e-11       2.283443094841e-12      -3.613766388451e-12       8.918607903091e-15       7.725959557900e-16       2.169855892717e-17       3.480706951424e-17 
 1666       5.066095853246e-11       2.270538868671e-12      -3.634737928399e-12       8.911801886505e-15       7.706445070792e-16       2.109855333243e-17       3.458091388410e-17 
 1667       5.067460851135e-11       2.257518493517e-12      -3.654931951604e-12       8.905038594912e-15       7.686989155678e-16       2.051472021077e-17       3.435247699903e-17 
 1668       5.068956413930e-11       2.244386458073e-12      -3.674339801576e-12       8.898317285916e-15       7.667591572258e-16       1.994652194278e-17       3.412180139201e-17 
 1669       5.070575974486e-11       2.231147273762e-12      -3.692952790755e-12       8.891637212723e-15       7.648252077797e-16       1.939341810838e-17       3.388892982435e-17 
 1670       5.072312932441e-11       2.217805474772e-12      -3.710762200465e-12       8.884997624143e-15       7.628970427119e-16       1.885486548252e-17       3.365390528601e-17 
 1671       5.074160654162e-11       2.204365618088e-12      -3.727759280875e-12       8.878397764577e-15       7.609746372604e-16       1.833031803087e-17       3.341677099595e-17 
 1672       5.076112472703e-11       2.190832283528e-12      -3.743935250958e-12       8.871836874008e-15       7.590579664185e-16       1.781922690549e-17       3.317757040251e-17 
 1673       5.078161687745e-11       2.177210073780e-12      -3.759281298448e-12       8.865314188001e-15       7.571470049340e-16       1.732104044054e-17       3.293634718372e-17 
 1674       5.080301565552e-11       2.163503614431e-12      -3.773788579800e-12       8.858828937690e-15       7.552417273089e-16       1.683520414797e-17       3.269314524770e-17 
 1675       5.082525635924e-11       2.149717477506e-12      -3.787450428553e-12       8.852380318174e-15       7.533421097158e-16       1.636123137269e-17       3.244800658047e-17 
 1676       5.084828586019e-11       2.135855951274e-12      -3.800269001592e-12       8.845967393406e-15       7.514481357655e-16       1.589891594177e-17       3.220096476830e-17 
 1677       5.087205374237e-11       2.121923268496e-12      -3.812248690860e-12       8.839589190458e-15       7.495597907886e-16       1.544812136410e-17       3.195205141954e-17 
 1678       5.089650933886e-11       2.107923682778e-12      -3.823393920272e-12       8.833244731038e-15       7.476770599233e-16       1.500871033824e-17       3.170129831216e-17 
